uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"5139150d-3263-4a62-b6ab-4848bf0e2ea7","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","A2","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T10:37Z",,"OK","UKFS_025.A2.2021-06-04",0,5,76,70,"grassland",18,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"0163b310-d845-4558-bea8-0b188998d595","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","A1","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T10:55Z",,"OK","UKFS_025.A1.2021-06-04",0,5,76,70,"grassland",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"8bbd1a5c-5846-4018-b49a-6489e124b7aa","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","B1","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T11:11Z",,"OK","UKFS_025.B1.2021-06-04",0,5,76,70,"shrubland",17,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"161d0650-3241-438d-8d7a-432d9490828a","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","C1","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T11:28Z",,"OK","UKFS_025.C1.2021-06-04",0,5,76,70,"grassland",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"dc60df96-be5e-440a-a265-a50e542a4b58","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","C2","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T11:44Z",,"OK","UKFS_025.C2.2021-06-04",0,5,76,70,"deciduous forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"f82aaf93-8b13-4332-9df0-edd68f5eca8b","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","C3","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T12:01Z",,"OK","UKFS_025.C3.2021-06-04",0,5,76,70,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"3e6e62d6-aab5-4002-a866-c93056dcad28","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","B3","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T12:19Z",,"OK","UKFS_025.B3.2021-06-04",0,5,76,70,"deciduous forest",18,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"aa0f9b39-b109-41e7-99c6-43686840076a","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","A3","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T12:38Z",,"OK","UKFS_025.A3.2021-06-04",0,5,76,70,"grassland",19,5,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"087e8eac-f92f-4fe2-b614-98330350b428","UKFS_025.birdGrid.brd","D06","UKFS","UKFS_025","distributed","B2","grasslandHerbaceous",39.055010,-95.190040,"WGS84",250.1,329.2,0.1,"2021-06-04T12:57Z",,"OK","UKFS_025.B2.2021-06-04",0,5,76,70,"grassland",20,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
"c345ceaf-c429-4e85-87b9-185dcd32d60b","UKFS_013.birdGrid.brd","D06","UKFS","UKFS_013","distributed","C2","deciduousForest",39.051621,-95.200368,"WGS84",250.2,315.6,0.3,"2021-06-05T10:44Z",,"OK","UKFS_013.C2.2021-06-05",0,0,72,64,"deciduous forest",20,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"ANDEB"
