uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy
"62c35ea6-ba6a-46e5-91ff-bb3d3fb270b0","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",106,"calling","No","Unknown",1,,"BDEMO"
"6f058f22-9f31-4ef6-ae4e-8b8abb23b98f","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",21,"singing","No","Unknown",1,,"BDEMO"
"ab06c296-6bd3-4651-b6b5-10b818c9dae9","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","ACFL","Empidonax virescens","species","Acadian Flycatcher",58,"singing","No","Unknown",1,,"BDEMO"
"0e91cbc8-771d-47c5-ba98-c8c6ecec9261","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","NOPA","Setophaga americana","species","Northern Parula",54,"singing","No","Unknown",1,,"BDEMO"
"da0d6a35-f968-4db9-9949-d11e823cdc82","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",2,"Y","TUTI","Baeolophus bicolor","species","Tufted Titmouse",63,"singing","No","Unknown",1,,"BDEMO"
"75f07c93-ef98-47cd-872e-cd52ac802685","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",4,"Y","NOCA","Cardinalis cardinalis","species","Northern Cardinal",55,"calling and singing","No","Unknown",1,,"BDEMO"
"deb56ee1-ee17-408a-aeea-885bb8a3d353","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","CARW","Thryothorus ludovicianus","species","Carolina Wren",96,"singing","No","Unknown",1,,"BDEMO"
"ea7a20e2-b704-4280-84c6-4c277cfd0361","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",2,"Y","EAWP","Contopus virens","species","Eastern Wood-Pewee",71,"singing","No","Unknown",1,,"BDEMO"
"a9632882-4005-471a-8128-51e76575d3da","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",5,"N",,,,,,,,,,,"BDEMO"
"76eba5f1-b946-438d-b49b-f565e1506819","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","NOPA","Setophaga americana","species","Northern Parula",47,"singing","No","Unknown",1,,"BDEMO"
"7291dc49-1760-434a-871b-03bb601320c9","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",62,"singing","No","Unknown",1,,"BDEMO"
"c2c5aef0-ae55-42fd-8248-fc1eb427f1a6","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",6,"Y","CARW","Thryothorus ludovicianus","species","Carolina Wren",112,"singing","No","Unknown",1,,"BDEMO"
"250a70ba-dad7-49f7-8fd7-5fdf45aeb589","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",84,"calling","No","Unknown",1,,"BDEMO"
"7bea6fa5-a04e-4434-961c-de67c3607d77","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",2,"Y","SUTA","Piranga rubra","species","Summer Tanager",119,"singing","No","Unknown",1,,"BDEMO"
"3d9ee84f-95a8-48d0-9c8d-af7b1ab89fe3","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",2,"Y","YBCU","Coccyzus americanus","species","Yellow-billed Cuckoo",68,"calling","No","Unknown",1,,"BDEMO"
"a6ae97c7-4b16-481e-a42e-59c0c5907a66","UKFS_064.birdGrid.brd","D06","UKFS","UKFS_064","distributed","A2","2020-06-01T10:35Z","UKFS_064.A2.2020-06-01",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",88,"singing","No","Unknown",1,,"BDEMO"
